x,y,z
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.05,0.03,1.00
0.04,0.02,1.01
0.03,0.04,1.01
0.05,0.10,1.07
0.15,0.05,1.04
0.25,0.11,0.95
0.37,0.05,0.89
0.49,0.08,0.87
0.54,0.12,0.80
0.54,0.10,0.84
0.51,0.13,0.79
0.37,0.11,1.02
0.28,0.11,0.91
0.19,0.11,1.00
0.14,0.05,1.02
0.09,0.04,0.96
0.05,0.02,1.00
0.04,0.00,1.00
0.04,0.09,1.02
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.01
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.03,0.05,1.01
0.14,0.05,1.17
0.24,0.05,0.90
0.41,0.05,0.97
0.48,0.05,0.80
0.60,0.11,0.75
0.65,0.09,0.72
0.67,0.12,0.74
0.67,0.08,0.82
0.66,0.10,0.71
0.68,0.11,0.82
0.68,0.11,0.75
0.62,0.08,0.67
0.44,0.04,0.79
0.32,0.21,1.13
0.17,0.13,1.01
0.12,0.07,1.04
0.07,0.12,0.96
0.06,0.01,1.02
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.01,0.09,1.00
0.15,0.01,1.13
0.25,0.05,0.98
0.39,0.11,0.82
0.52,0.09,0.75
0.66,0.12,0.77
0.72,0.11,0.64
0.75,0.13,0.66
0.77,0.13,0.66
0.75,0.14,0.66
0.68,0.12,0.67
0.49,0.08,0.80
0.32,0.14,0.95
0.20,0.09,1.03
0.12,0.14,1.03
0.07,0.09,0.99
0.08,0.14,1.06
0.02,0.03,0.98
0.04,0.01,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.03,0.03,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.04,0.02,1.00
0.04,0.02,1.00
0.04,0.03,1.00
0.00,0.04,1.02
0.18,0.03,1.20
0.28,0.04,0.98
0.51,0.04,0.77
0.65,0.05,0.79
0.71,0.16,0.71
0.72,0.10,0.64
0.74,0.12,0.63
0.70,0.12,0.64
0.65,0.16,0.74
0.50,0.16,0.68
0.36,0.15,1.05
