x,y,z
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.03,0.05,1.00
0.01,-0.02,1.00
-0.02,-0.13,1.09
0.01,-0.16,1.08
0.05,-0.18,0.94
0.05,-0.27,0.88
0.04,-0.51,0.85
0.03,-0.68,0.69
-0.05,-0.80,0.39
0.04,-0.83,0.35
-0.05,-0.84,0.25
-0.08,-0.86,0.05
-0.08,-0.89,0.05
-0.04,-0.99,0.16
-0.03,-0.79,0.18
0.07,-0.72,0.61
0.11,-0.32,0.87
0.12,-0.14,0.96
0.16,-0.03,0.94
0.07,-0.08,1.00
0.04,0.02,0.99
0.04,-0.19,1.27
0.07,0.03,1.07
0.09,0.00,1.01
0.05,0.04,1.00
0.05,0.04,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.02,0.05,1.00
0.02,0.04,1.02
0.03,-0.04,0.98
0.05,0.00,0.99
0.05,-0.00,0.98
0.05,-0.02,1.00
0.07,-0.00,1.00
0.08,-0.07,0.97
0.07,-0.12,0.96
0.10,-0.32,0.95
0.06,-0.46,0.86
0.02,-0.63,0.76
0.03,-0.85,0.47
-0.02,-0.95,0.41
-0.04,-0.85,0.13
-0.02,-1.02,0.07
-0.07,-0.90,0.12
-0.07,-0.86,0.24
-0.06,-0.82,0.44
0.00,-0.68,0.66
0.00,-0.71,0.76
0.02,-0.36,0.89
-0.01,-0.35,0.99
-0.03,-0.06,1.02
-0.01,-0.15,1.05
-0.01,-0.04,0.98
0.03,0.07,0.98
0.04,0.04,1.00
0.04,0.04,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.05,1.00
0.04,0.04,1.00
0.04,0.05,1.00
