x,y,z
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.04,1.00
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.00
0.04,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.04,1.00
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.03,1.00
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.02
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.03,1.00
0.03,-0.03,1.01
0.05,-0.02,1.03
0.12,0.01,0.97
0.27,-0.05,1.06
0.42,-0.02,1.05
0.63,0.01,0.78
0.76,-0.07,0.74
0.91,-0.08,0.25
0.91,-0.06,0.37
0.95,-0.04,0.57
0.91,-0.04,0.43
0.89,-0.03,0.51
0.75,-0.02,0.58
0.55,0.01,0.71
0.36,0.03,1.08
0.26,0.05,1.09
0.17,0.00,1.12
0.06,0.02,0.95
0.03,0.00,1.02
0.00,-0.01,1.03
0.00,0.00,1.02
0.03,-0.04,1.05
0.03,-0.03,1.02
0.03,-0.02,1.01
0.03,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.03,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.03,1.00
0.04,-0.02,1.02
0.17,0.03,1.10
0.36,-0.05,0.95
0.57,-0.03,0.86
0.76,-0.05,0.60
0.84,-0.05,0.51
0.87,-0.04,0.44
0.93,-0.04,0.53
0.87,-0.03,0.51
0.88,-0.04,0.51
0.88,-0.02,0.54
0.88,-0.05,0.54
0.84,0.00,0.35
0.71,-0.10,0.50
0.43,0.05,0.75
0.27,-0.04,1.05
0.16,0.01,1.13
0.04,0.01,1.00
0.03,0.00,1.07
0.03,0.00,0.98
0.03,-0.02,1.01
0.03,-0.03,1.01
0.02,-0.03,1.01
0.03,-0.03,1.01
0.02,-0.03,1.01
0.04,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.00
0.04,-0.03,1.00
0.04,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.02,1.02
0.11,-0.03,1.17
0.32,-0.05,0.99
0.55,-0.09,0.83
0.70,-0.15,0.61
0.84,-0.14,0.51
0.86,-0.09,0.38
0.91,-0.16,0.48
0.89,-0.14,0.48
0.89,-0.14,0.48
0.88,-0.14,0.50
0.82,-0.09,0.23
0.63,-0.11,0.81
0.36,-0.00,0.72
0.23,-0.15,1.18
0.07,0.08,1.08
0.03,0.02,0.99
0.02,-0.04,1.09
0.00,-0.01,1.02
0.03,-0.04,1.02
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.00
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.04,1.02
0.10,-0.10,1.34
0.22,-0.06,0.82
0.48,-0.07,0.80
0.70,-0.14,0.57
0.83,-0.15,0.46
0.88,-0.16,0.19
0.97,-0.17,0.23
0.95,-0.16,0.28
0.81,-0.09,0.26
0.69,-0.12,0.50
0.43,0.00,0.79
0.19,-0.10,1.48
0.10,0.07,1.07
0.02,-0.10,1.01
0.04,0.02,0.96
0.02,-0.03,1.01
0.03,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.00
0.04,-0.03,1.00
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.02,-0.06,1.07
0.12,-0.06,1.18
0.35,-0.11,1.02
0.59,-0.10,0.64
0.77,-0.16,0.74
0.76,-0.14,0.66
0.76,-0.09,0.56
0.76,-0.10,0.63
0.76,-0.11,0.64
0.59,-0.02,0.47
0.49,-0.01,0.87
0.24,0.04,1.12
0.14,-0.00,1.16
0.06,0.04,1.06
0.02,0.01,1.05
0.03,-0.03,1.02
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.03,-0.03,1.01
0.03,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.03,1.00
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.05,1.00
-0.00,-0.09,1.01
0.08,-0.09,1.32
0.23,-0.10,1.18
0.44,-0.09,0.83
0.61,-0.06,0.80
0.70,-0.05,0.72
0.77,-0.13,0.57
