x,y,z
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.02,-0.03,1.01
0.04,-0.03,1.01
0.02,-0.09,1.00
0.04,-0.04,1.00
0.03,-0.03,1.01
0.01,-0.04,1.01
0.02,-0.10,0.99
0.02,-0.11,1.01
0.00,-0.08,1.00
0.01,-0.11,1.00
0.00,-0.11,0.99
0.02,-0.11,0.96
0.02,-0.12,0.98
0.01,-0.09,0.94
0.01,-0.06,0.99
0.00,-0.00,1.01
0.01,-0.07,1.02
0.04,-0.02,1.02
0.02,-0.03,1.02
0.03,-0.11,1.26
0.04,-0.05,1.05
0.09,0.02,0.94
0.13,0.14,0.93
0.12,0.50,0.65
0.22,1.01,-0.02
0.28,0.62,-0.39
0.20,0.81,-0.71
0.23,0.87,-0.51
0.20,0.82,-0.34
0.31,0.66,0.25
0.22,0.53,0.84
0.16,0.01,1.16
0.12,-0.05,1.09
0.05,0.02,1.02
0.04,-0.02,1.05
0.05,-0.02,0.96
0.03,-0.04,1.19
0.05,-0.07,1.02
0.03,-0.03,1.00
0.04,-0.03,1.01
0.03,-0.04,1.02
0.04,-0.04,1.01
0.04,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.03,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.00
0.04,-0.04,1.00
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.00
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.02,0.99
0.04,-0.04,1.01
0.03,-0.03,1.01
0.03,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.05,1.02
-0.00,0.00,1.02
0.03,0.04,1.17
0.10,0.16,1.09
0.14,0.38,0.92
0.19,0.67,0.75
0.03,1.18,-0.04
0.23,0.77,-0.57
0.21,0.90,-0.34
0.19,0.87,-0.39
0.21,0.98,-0.35
0.22,0.97,-0.15
0.25,0.66,0.59
0.21,0.21,0.85
0.17,0.01,1.01
0.09,0.02,1.00
0.07,0.02,1.07
0.05,-0.01,1.05
0.02,-0.08,1.07
0.00,0.00,1.02
0.03,-0.02,1.00
0.02,-0.03,1.02
0.03,-0.03,1.01
0.03,-0.04,1.01
0.04,-0.03,1.00
0.03,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.04,1.02
0.03,-0.04,1.01
0.04,-0.03,1.00
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.03,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.04,1.01
0.03,-0.03,1.01
0.03,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.00
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.00
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.03,-0.03,1.01
0.03,-0.03,1.01
0.03,-0.04,1.01
0.04,-0.02,0.99
0.02,-0.05,1.01
0.06,-0.02,1.05
0.05,-0.07,1.15
0.12,0.17,0.95
0.10,0.60,0.97
0.18,0.90,0.57
0.22,0.95,-0.05
0.27,0.88,-0.32
0.25,1.02,-0.25
0.26,0.93,-0.22
0.31,0.77,0.31
0.28,0.54,0.86
0.22,0.09,1.11
0.16,-0.09,1.03
0.11,-0.14,1.07
0.07,-0.09,0.99
0.07,-0.12,1.12
0.05,-0.13,1.06
0.04,-0.03,1.03
0.02,-0.01,1.02
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.03,1.00
0.03,-0.04,1.01
0.03,-0.04,1.01
0.03,-0.04,1.00
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.03,1.00
0.04,-0.04,1.01
0.03,-0.03,1.01
0.03,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.00
0.04,-0.04,1.01
0.03,-0.04,1.00
0.04,-0.03,1.01
0.05,-0.12,0.97
0.05,0.09,1.10
0.09,0.27,0.92
0.12,0.70,0.77
0.15,0.92,0.48
0.17,1.01,-0.02
0.26,0.66,-0.32
0.26,0.96,-0.30
0.25,0.89,-0.37
0.26,0.95,-0.24
0.29,1.03,0.34
0.30,0.56,0.73
0.18,0.27,1.02
0.15,0.07,1.05
0.07,0.04,1.05
0.04,0.04,1.07
0.02,-0.06,1.03
0.00,-0.03,1.05
0.03,0.00,1.00
0.05,-0.02,1.06
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.00
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.04,1.01
0.03,-0.04,1.01
0.03,-0.03,1.00
0.04,-0.03,1.01
0.03,-0.03,1.00
0.04,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.03,-0.03,1.01
0.04,-0.04,1.02
0.04,-0.04,1.01
0.03,-0.03,1.01
0.03,-0.03,1.01
0.02,-0.11,1.03
-0.02,0.00,0.99
0.04,0.02,1.11
0.09,0.27,1.05
0.13,0.70,0.68
0.19,0.65,0.21
0.25,0.89,-0.11
0.22,0.88,-0.58
0.22,1.03,-0.41
0.23,0.92,-0.28
0.24,0.93,0.22
0.30,0.59,0.52
0.24,0.27,0.91
0.18,0.09,1.16
0.11,0.02,1.04
0.05,-0.00,1.07
0.04,-0.04,1.02
0.03,0.01,1.02
0.05,-0.04,0.98
0.05,-0.00,1.00
0.05,-0.04,1.01
0.04,-0.04,1.01
0.04,-0.03,1.01
0.04,-0.03,1.01
